transaction_text,category
Starbucks #2082,Coffee & Dining
SonyLIV #2156,Entertainment
Booking.com #5218,Travel
Chevron #5118,Fuel
HDFC ATM #7221,Cash Withdrawal
Zee5 #5363,Entertainment
Vedantu #8159,Education
Khan Academy #8617,Education
DoorDash #2292,Food Delivery
Hyatt #8162,Travel
Netflix #8428,Entertainment
Netmeds #7712,Healthcare
Cafe Coffee Day #1654,Coffee & Dining
Gas Bill #5861,Bills & Utilities
Byju's #5625,Education
Just Eat #4525,Food Delivery
Vedantu #2606,Education
Canara Bank ATM #1701,Cash Withdrawal
Subway #1487,Coffee & Dining
Chegg #1965,Education
Taxi #7681,Transport
Cable TV Bill #7264,Bills & Utilities
Zara #4496,Shopping
BP #7648,Fuel
Walmart #2323,Shopping
Walmart Grocery #1408,Groceries
Dominos #9546,Coffee & Dining
Landline Bill #3680,Bills & Utilities
Just Eat #8915,Food Delivery
Aditya Birla Sun Life #2347,Insurance
KFC #3140,Coffee & Dining
AIIMS #3870,Healthcare
Netmeds #9444,Healthcare
Disney+ #9184,Entertainment
Bank of Baroda ATM #6579,Cash Withdrawal
Best Buy #7868,Shopping
Xiaomi Store #2158,Electronics
Gulf Petrol #9849,Fuel
Canara Bank ATM #6372,Cash Withdrawal
HDFC ATM #8612,Cash Withdrawal
Auto Rickshaw #2096,Transport
Best Buy Electronics #1382,Electronics
Gas Bill #5210,Bills & Utilities
Postmates #4680,Food Delivery
Water Bill #9527,Bills & Utilities
Goibibo #3200,Travel
Grab #7665,Transport
Total Petrol #1043,Fuel
Costa Coffee #6070,Coffee & Dining
OnePlus Store #9982,Electronics
Coursera #3233,Education
Quizlet #9014,Education
Target Electronics #8215,Electronics
Max Hospital #5572,Healthcare
Landline Bill #5214,Bills & Utilities
Cafe Coffee Day #1812,Coffee & Dining
HDFC Insurance #6218,Insurance
Save the Children #7281,Donations
SBI ATM #8915,Cash Withdrawal
DoorDash #8158,Food Delivery
Hulu #2031,Entertainment
Taxi #7255,Transport
Manipal Hospital #8335,Healthcare
HelpAge India #2590,Donations
BigBasket #8572,Groceries
Goibibo #5676,Travel
Dunzo #1519,Food Delivery
Zomato #3436,Food Delivery
Apple TV+ #4032,Entertainment
Lyft #7685,Transport
Deliveroo #5331,Food Delivery
Cafe Coffee Day #7380,Coffee & Dining
GiveIndia #6336,Donations
Uber Eats #8135,Food Delivery
Reliance Fresh #2900,Groceries
ExxonMobil #3328,Fuel
LIC #3957,Insurance
Swiggy #2314,Food Delivery
Pharmeasy #8175,Healthcare
Medlife #9011,Healthcare
Uber #4587,Transport
Apple TV+ #3599,Entertainment
HelpAge India #8533,Donations
YouTube Premium #5430,Entertainment
HelpAge India #1280,Donations
Tata AIA #3283,Insurance
Gojek #2136,Transport
Burger King #4630,Coffee & Dining
YouTube Premium #8468,Entertainment
Ola #3185,Transport
Bolt #1292,Transport
Netflix #8224,Entertainment
SBI ATM #5257,Cash Withdrawal
Bolt #8199,Transport
Apollo Pharmacy #7328,Healthcare
Foodpanda #7267,Food Delivery
Grab #2962,Transport
Aditya Birla Sun Life #3990,Insurance
Hyatt #9728,Travel
Shell Petrol #3187,Fuel
Gas Bill #7807,Bills & Utilities
Axis ATM #7218,Cash Withdrawal
Netmeds #7396,Healthcare
Tata AIA #2643,Insurance
SonyLIV #1685,Entertainment
Reliance Trends #5945,Shopping
BigBasket #4058,Groceries
Aldi #9717,Groceries
Grofers #6476,Groceries
Mobile Recharge #5932,Bills & Utilities
HDFC Insurance #4794,Insurance
Walmart #9577,Shopping
Amazon Electronics #2481,Electronics
Ola #6047,Transport
Postmates #1841,Food Delivery
Canara Bank ATM #5613,Cash Withdrawal
ExxonMobil #1860,Fuel
Rapido #5178,Transport
Tesco #5818,Groceries
Dominos #9059,Coffee & Dining
Udemy #6674,Education
Lidl #9794,Groceries
Toppr #7432,Education
Quizlet #2887,Education
Aldi #7610,Groceries
Gas Bill #6662,Bills & Utilities
OnePlus Store #8101,Electronics
SBI Life #1256,Insurance
Foodpanda #5960,Food Delivery
Swiggy #2840,Food Delivery
HP Petrol #2880,Fuel
ICICI ATM #3618,Cash Withdrawal
OYO #9194,Travel
Medlife #4478,Healthcare
H&M #4831,Shopping
Pizza Hut #4922,Coffee & Dining
GiveIndia #5155,Donations
Canara Bank ATM #3507,Cash Withdrawal
OnePlus Store #5153,Electronics
BPCL #5625,Fuel
ICICI ATM #8196,Cash Withdrawal
Medlife #2247,Healthcare
Didi #2803,Transport
McDonalds #3278,Coffee & Dining
Booking.com #4285,Travel
BigBasket #6455,Groceries
Amazon #9919,Shopping
Gas Bill #7966,Bills & Utilities
Walmart Electronics #3738,Electronics
BigBasket #4128,Groceries
Save the Children #9224,Donations
Shell Petrol #4383,Fuel
McDonalds #2946,Coffee & Dining
Expedia #1872,Travel
Broadband Bill #9760,Bills & Utilities
Flipkart Electronics #3451,Electronics
Dominos #2287,Coffee & Dining
Swiggy #8886,Food Delivery
Bajaj Allianz #3156,Insurance
Bajaj Allianz #8359,Insurance
Apollo Pharmacy #1515,Healthcare
Bank of Baroda ATM #9878,Cash Withdrawal
Goibibo #3410,Travel
Grab #1769,Transport
Caltex #2470,Fuel
AIIMS #2001,Healthcare
Hilton #4079,Travel
Netmeds #4032,Healthcare
Booking.com #3138,Travel
Bank of Baroda ATM #8505,Cash Withdrawal
ExxonMobil #7036,Fuel
ICICI ATM #4524,Cash Withdrawal
Byju's #4725,Education
Walmart #2847,Shopping
Akshaya Patra #6313,Donations
OYO #9508,Travel
Uber #5442,Transport
Swiggy #6521,Food Delivery
Kotak ATM #5984,Cash Withdrawal
Vedantu #9076,Education
Apollo Pharmacy #7997,Healthcare
Burger King #7585,Coffee & Dining
Hilton #8063,Travel
Big Bazaar #9899,Shopping
Netmeds #4113,Healthcare
HP Petrol #2857,Fuel
ExxonMobil #1513,Fuel
Shell Petrol #2127,Fuel
Hyatt #4993,Travel
Goibibo #6745,Travel
Red Cross #4185,Donations
Apple Store #4969,Electronics
Coursera #9682,Education
Walmart #5671,Shopping
Target Electronics #4779,Electronics
Samsung Store #3264,Electronics
Reliance Fresh #3424,Groceries
Burger King #8265,Coffee & Dining
Samsung Store #1687,Electronics
Amazon #2635,Shopping
Bajaj Allianz #1648,Insurance
Shell Petrol #7424,Fuel
Subway #8064,Coffee & Dining
Zee5 #6909,Entertainment
Starbucks #3898,Coffee & Dining
Costa Coffee #6206,Coffee & Dining
Rapido #9285,Transport
Bajaj Allianz #4630,Insurance
Postmates #8465,Food Delivery
Aldi #2700,Groceries
Apollo Pharmacy #8729,Healthcare
Total Petrol #7232,Fuel
Burger King #9510,Coffee & Dining
KFC #6824,Coffee & Dining
ICICI ATM #6122,Cash Withdrawal
Chevron #4706,Fuel
BookMyShow #3311,Entertainment
Apollo Pharmacy #1958,Healthcare
Fortis Hospital #8864,Healthcare
Nike #7926,Shopping
Save the Children #3237,Donations
Samsung Store #9817,Electronics
Shell Petrol #5811,Fuel
OnePlus Store #2513,Electronics
Pharmeasy #5630,Healthcare
Landline Bill #4048,Bills & Utilities
Best Buy #6426,Shopping
Amazon Prime #6306,Entertainment
Lidl #8588,Groceries
Uber Eats #8522,Food Delivery
Aditya Birla Sun Life #5159,Insurance
Max Life #6949,Insurance
Chegg #1590,Education
Zee5 #5654,Entertainment
Reliance Fresh #1640,Groceries
Apollo Pharmacy #1968,Healthcare
Aditya Birla Sun Life #7078,Insurance
Save the Children #4948,Donations
Flipkart Electronics #2895,Electronics
ICICI Prudential #2876,Insurance
Lyft #7101,Transport
Hotstar #4808,Entertainment
SBI Life #4391,Insurance
OnePlus Store #7368,Electronics
Internet Bill #4620,Bills & Utilities
Rapido #8844,Transport
Amazon #8869,Shopping
D-Mart Fresh #8427,Groceries
Pizza Hut #5707,Coffee & Dining
Gulf Petrol #4094,Fuel
Manipal Hospital #3356,Healthcare
Lidl #9523,Groceries
OnePlus Store #5875,Electronics
Akshaya Patra #5122,Donations
Toppr #6019,Education
Apple TV+ #4062,Entertainment
Flipkart Electronics #9949,Electronics
Aldi #7318,Groceries
ICICI ATM #6758,Cash Withdrawal
Kotak ATM #2947,Cash Withdrawal
BP #6981,Fuel
edX #2851,Education
Cable TV Bill #6988,Bills & Utilities
UNICEF #1905,Donations
Water Bill #4954,Bills & Utilities
Axis ATM #3822,Cash Withdrawal
Electricity Bill #7494,Bills & Utilities
Uber Eats #8569,Food Delivery
Dominos #6165,Coffee & Dining
ExxonMobil #4787,Fuel
Gulf Petrol #7909,Fuel
Costa Coffee #2562,Coffee & Dining
Dominos #6500,Coffee & Dining
Vedantu #1070,Education
SonyLIV #7785,Entertainment
H&M #6506,Shopping
Punjab National Bank ATM #1361,Cash Withdrawal
Best Buy Electronics #8108,Electronics
SBI Life #2240,Insurance
Amazon Prime #5504,Entertainment
Axis ATM #5956,Cash Withdrawal
Unacademy #9319,Education
Ola #3304,Transport
Internet Bill #5956,Bills & Utilities
UNICEF #7055,Donations
BigBasket #1550,Groceries
AIIMS #9964,Healthcare
Flipkart #1216,Shopping
Xiaomi Store #5571,Electronics
Dominos #3732,Coffee & Dining
YouTube Premium #2298,Entertainment
Cafe Coffee Day #1824,Coffee & Dining
ICICI ATM #5789,Cash Withdrawal
Toppr #4873,Education
Big Bazaar #6856,Shopping
Walmart Grocery #2074,Groceries
H&M #8380,Shopping
Myntra #5593,Shopping
Myntra #1355,Shopping
Tata AIA #3165,Insurance
McDonalds #2835,Coffee & Dining
D-Mart #7406,Shopping
Target #9394,Shopping
ExxonMobil #5514,Fuel
Barista #5182,Coffee & Dining
Costa Coffee #6854,Coffee & Dining
SonyLIV #8087,Entertainment
UNICEF #2068,Donations
Max Life #1417,Insurance
Barista #3661,Coffee & Dining
Swiggy #9252,Food Delivery
Deliveroo #5271,Food Delivery
Target Electronics #5063,Electronics
H&M #3484,Shopping
Best Buy #5863,Shopping
Max Hospital #3707,Healthcare
Booking.com #3190,Travel
Adidas #3797,Shopping
Toppr #3403,Education
ICICI ATM #9603,Cash Withdrawal
Uber #6093,Transport
McDonalds #5223,Coffee & Dining
Akshaya Patra #7364,Donations
Apple TV+ #1406,Entertainment
Internet Bill #3684,Bills & Utilities
GiveIndia #5154,Donations
Hotstar #5324,Entertainment
SBI Life #8012,Insurance
Adidas #8354,Shopping
SonyLIV #4774,Entertainment
OYO #1531,Travel
Hyatt #7437,Travel
Coursera #4334,Education
HelpAge India #4548,Donations
Dunzo #8630,Food Delivery
Reliance Fresh #5865,Groceries
Unacademy #9395,Education
Walmart Grocery #7589,Groceries
Hulu #4554,Entertainment
HDFC ATM #4208,Cash Withdrawal
Foodpanda #4784,Food Delivery
SBI Life #8046,Insurance
Apple Store #2540,Electronics
Landline Bill #6515,Bills & Utilities
Chegg #2162,Education
D-Mart Fresh #3123,Groceries
SBI ATM #6552,Cash Withdrawal
Booking.com #9033,Travel
Expedia #3612,Travel
Big Bazaar #8751,Shopping
Samsung Store #7654,Electronics
Auto Rickshaw #5334,Transport
McDonalds #6703,Coffee & Dining
Goibibo #3046,Travel
Netmeds #3004,Healthcare
Taxi #7974,Transport
Mobile Recharge #5939,Bills & Utilities
D-Mart #2128,Shopping
Carrefour #6603,Groceries
YouTube Premium #6571,Entertainment
Walmart Electronics #7946,Electronics
Adidas #5786,Shopping
Aldi #7471,Groceries
D-Mart Fresh #5746,Groceries
Vedantu #7921,Education
BPCL #7283,Fuel
Cable TV Bill #8405,Bills & Utilities
Spotify #6179,Entertainment
Coursera #2541,Education
Mobile Recharge #7087,Bills & Utilities
Electricity Bill #5852,Bills & Utilities
Amazon Electronics #3410,Electronics
Goibibo #8854,Travel
Zee5 #2520,Entertainment
Axis ATM #5105,Cash Withdrawal
Hilton #8235,Travel
Didi #3906,Transport
GiveIndia #7073,Donations
Udemy #9336,Education
Burger King #9161,Coffee & Dining
Postmates #1864,Food Delivery
Water Bill #2852,Bills & Utilities
Grab #1695,Transport
KFC #9251,Coffee & Dining
Aditya Birla Sun Life #9796,Insurance
Walmart Electronics #1520,Electronics
UNICEF #3860,Donations
Spotify #5684,Entertainment
Max Hospital #2638,Healthcare
Amazon Electronics #6861,Electronics
Child Rights and You #3962,Donations
Walmart Electronics #8402,Electronics
HDFC Insurance #3807,Insurance
Child Rights and You #2711,Donations
McDonalds #4905,Coffee & Dining
Vedantu #1640,Education
Hulu #5368,Entertainment
Hilton #1626,Travel
Subway #9175,Coffee & Dining
Apple TV+ #1600,Entertainment
Tesco #9020,Groceries
Zomato #1996,Food Delivery
Amazon Electronics #9093,Electronics
Grab #8516,Transport
Landline Bill #5565,Bills & Utilities
HelpAge India #3369,Donations
Red Cross #7923,Donations
Zomato #7299,Food Delivery
YouTube Premium #5859,Entertainment
Save the Children #1249,Donations
AIIMS #5858,Healthcare
McDonalds #4946,Coffee & Dining
Walmart Grocery #1526,Groceries
ICICI Prudential #9234,Insurance
OYO #4958,Travel
Bank of Baroda ATM #9922,Cash Withdrawal
SBI Life #4489,Insurance
Foodpanda #9761,Food Delivery
Mobile Recharge #1507,Bills & Utilities
BookMyShow #8975,Entertainment
Ola #2861,Transport
Grubhub #6668,Food Delivery
Child Rights and You #1321,Donations
Spotify #8555,Entertainment
SBI Life #6853,Insurance
Carrefour #8732,Groceries
Taj Hotels #9139,Travel
Akshaya Patra #2072,Donations
Apple TV+ #8377,Entertainment
Dunzo #2577,Food Delivery
IKEA #1522,Shopping
D-Mart #1950,Shopping
Nike #4538,Shopping
Hotstar #2254,Entertainment
Netmeds #8941,Healthcare
Walmart Grocery #4718,Groceries
Didi #2842,Transport
Axis ATM #6279,Cash Withdrawal
edX #3153,Education
Medlife #7436,Healthcare
Hilton #9573,Travel
Chevron #8279,Fuel
KFC #8396,Coffee & Dining
SonyLIV #9852,Entertainment
ICICI Prudential #2574,Insurance
Subway #2435,Coffee & Dining
ICICI ATM #1097,Cash Withdrawal
Cable TV Bill #3171,Bills & Utilities
Rapido #2652,Transport
Uber #6424,Transport
Chevron #3738,Fuel
BPCL #9835,Fuel
Auto Rickshaw #7205,Transport
ICICI Prudential #7458,Insurance
Akshaya Patra #8121,Donations
Adidas #4130,Shopping
Booking.com #6158,Travel
BigBasket #4369,Groceries
Auto Rickshaw #2079,Transport
ICICI Prudential #1367,Insurance
UNICEF #8056,Donations
MakeMyTrip #7575,Travel
Flipkart #3089,Shopping
Chegg #5361,Education
Flipkart Electronics #6006,Electronics
Save the Children #3757,Donations
Amazon Prime #2823,Entertainment
Amazon Electronics #4033,Electronics
Manipal Hospital #5492,Healthcare
Booking.com #3801,Travel
Axis ATM #5027,Cash Withdrawal
Unacademy #3671,Education
Flipkart #1861,Shopping
Internet Bill #1244,Bills & Utilities
Hyatt #8837,Travel
Amazon #5575,Shopping
Zara #1412,Shopping
Max Hospital #4388,Healthcare
HDFC Insurance #2904,Insurance
Bolt #6121,Transport
Vedantu #9925,Education
Aditya Birla Sun Life #4216,Insurance
Postmates #5205,Food Delivery
Unacademy #4610,Education
BP #5377,Fuel
Pharmeasy #1632,Healthcare
Chegg #7056,Education
DoorDash #5879,Food Delivery
SBI ATM #6828,Cash Withdrawal
BigBasket #9144,Groceries
Aditya Birla Sun Life #7669,Insurance
Rapido #3267,Transport
ICICI ATM #4635,Cash Withdrawal
HP Petrol #7223,Fuel
Best Buy Electronics #6308,Electronics
Fortis Hospital #3621,Healthcare
Taj Hotels #7363,Travel
HDFC Insurance #8732,Insurance
GiveIndia #9131,Donations
Gulf Petrol #8379,Fuel
Medlife #1784,Healthcare
Lidl #6355,Groceries
H&M #1960,Shopping
Chegg #8710,Education
Narayana Health #4733,Healthcare
Unacademy #2755,Education
Indian Oil #5790,Fuel
Kotak ATM #5477,Cash Withdrawal
Xiaomi Store #7686,Electronics
Barista #8801,Coffee & Dining
Dominos #4479,Coffee & Dining
Max Hospital #3812,Healthcare
Landline Bill #3540,Bills & Utilities
GiveIndia #1009,Donations
OnePlus Store #4096,Electronics
Zee5 #4422,Entertainment
Bajaj Allianz #3178,Insurance
ICICI Prudential #1185,Insurance
SBI Life #8606,Insurance
Target #7891,Shopping
Indian Oil #9911,Fuel
Walmart Electronics #7814,Electronics
Uber Eats #8797,Food Delivery
Walmart Electronics #6210,Electronics
Canara Bank ATM #5432,Cash Withdrawal
D-Mart Fresh #8480,Groceries
Goibibo #9082,Travel
ICICI ATM #4202,Cash Withdrawal
Lyft #9760,Transport
Amazon Fresh #8475,Groceries
BookMyShow #4472,Entertainment
Punjab National Bank ATM #6477,Cash Withdrawal
Zara #7361,Shopping
Toppr #3637,Education
KFC #5289,Coffee & Dining
Child Rights and You #9070,Donations
Coursera #8061,Education
Narayana Health #6837,Healthcare
Best Buy #9093,Shopping
Byju's #1288,Education
Carrefour #3077,Groceries
Total Petrol #9619,Fuel
Gojek #1510,Transport
Aditya Birla Sun Life #4817,Insurance
Samsung Store #6297,Electronics
Cable TV Bill #3330,Bills & Utilities
Cable TV Bill #8203,Bills & Utilities
Save the Children #6544,Donations
BigBasket #5692,Groceries
Tesco #2491,Groceries
Grubhub #3331,Food Delivery
Aditya Birla Sun Life #3118,Insurance
Grab #1335,Transport
Tesco #6129,Groceries
MakeMyTrip #1159,Travel
Pizza Hut #3656,Coffee & Dining
Child Rights and You #8832,Donations
Water Bill #7366,Bills & Utilities
Canara Bank ATM #5699,Cash Withdrawal
Flipkart Electronics #2256,Electronics
Apple Store #6306,Electronics
Target Electronics #8913,Electronics
Dominos #4292,Coffee & Dining
Bolt #8085,Transport
Flipkart Electronics #3672,Electronics
Pharmeasy #8561,Healthcare
Cable TV Bill #5081,Bills & Utilities
edX #1865,Education
SonyLIV #2102,Entertainment
D-Mart Fresh #2815,Groceries
Costa Coffee #3422,Coffee & Dining
Kotak ATM #3659,Cash Withdrawal
Barista #8409,Coffee & Dining
Grofers #3654,Groceries
HP Petrol #4844,Fuel
Caltex #8807,Fuel
ExxonMobil #5954,Fuel
Dominos #2373,Coffee & Dining
Foodpanda #4996,Food Delivery
Goibibo #6725,Travel
Hyatt #4320,Travel
Vedantu #7787,Education
Zara #3327,Shopping
Netmeds #6363,Healthcare
Samsung Store #9626,Electronics
Canara Bank ATM #3317,Cash Withdrawal
Bank of Baroda ATM #3675,Cash Withdrawal
Pizza Hut #9320,Coffee & Dining
Taxi #2664,Transport
Apollo Pharmacy #2085,Healthcare
Target Electronics #5379,Electronics
BP #9115,Fuel
Toppr #8103,Education
Spotify #5904,Entertainment
Indian Oil #7325,Fuel
Reliance Trends #6967,Shopping
Cable TV Bill #1952,Bills & Utilities
Dunzo #3154,Food Delivery
Khan Academy #1495,Education
Deliveroo #1449,Food Delivery
HDFC ATM #4934,Cash Withdrawal
Cable TV Bill #8093,Bills & Utilities
Carrefour #7846,Groceries
Amazon Fresh #3352,Groceries
UNICEF #2835,Donations
Max Hospital #4072,Healthcare
Water Bill #4675,Bills & Utilities
Max Hospital #3499,Healthcare
Manipal Hospital #9701,Healthcare
KFC #1930,Coffee & Dining
Amazon Electronics #5042,Electronics
Narayana Health #9097,Healthcare
Auto Rickshaw #1534,Transport
ICICI ATM #6496,Cash Withdrawal
Rapido #5858,Transport
SBI Life #8048,Insurance
Foodpanda #3882,Food Delivery
Samsung Store #9259,Electronics
BPCL #8243,Fuel
SBI Life #5661,Insurance
Costa Coffee #5400,Coffee & Dining
Udemy #1961,Education
Aditya Birla Sun Life #6482,Insurance
Bank of Baroda ATM #3890,Cash Withdrawal
Grofers #7326,Groceries
Red Cross #4598,Donations
Apple TV+ #1864,Entertainment
Gojek #8577,Transport
AIIMS #5355,Healthcare
Mobile Recharge #2637,Bills & Utilities
Max Life #4288,Insurance
ExxonMobil #3671,Fuel
Bank of Baroda ATM #4084,Cash Withdrawal
Cable TV Bill #2993,Bills & Utilities
Byju's #6124,Education
Red Cross #7804,Donations
SBI Life #4079,Insurance
Hotstar #8875,Entertainment
ICICI Prudential #3302,Insurance
Apollo Pharmacy #5009,Healthcare
ExxonMobil #1586,Fuel
BookMyShow #8099,Entertainment
